Title,Authors,PDF Link,Year
"Neuron Merging: Compensating for Pruned Neurons","Woojeong Kim, Suhyun Kim, Mincheol Park, Geunseok Jeon","https://papers.nips.cc//paper_files/paper/2020/file/0678ca2eae02d542cc931e81b74de122-AuthorFeedback.pdf","2020"
"LIIR: Learning Individual Intrinsic Reward in Multi-Agent Reinforcement Learning","Yali Du, Lei Han, Meng Fang, Ji Liu, Tianhong Dai, Dacheng Tao","https://papers.nips.cc//paper_files/paper/2019/file/07a9d3fed4c5ea6b17e80258dee231fa-AuthorFeedback.pdf","2019"
"FixMatch: Simplifying Semi-Supervised Learning with Consistency and Confidence","Kihyuk Sohn, David Berthelot, Nicholas Carlini, Zizhao Zhang, Han Zhang, Colin A. Raffel, Ekin Dogus Cubuk, Alexey Kurakin, Chun-Liang Li","https://papers.nips.cc//paper_files/paper/2020/file/06964dce9addb1c5cb5d6e3d9838f733-AuthorFeedback.pdf","2020"
"Towards Playing Full MOBA Games with Deep Reinforcement Learning","Deheng Ye, Guibin Chen, Wen Zhang, Sheng Chen, Bo Yuan, Bo Liu, Jia Chen, Zhao Liu, Fuhao Qiu, Hongsheng Yu, Yinyuting Yin, Bei Shi, Liang Wang, Tengfei Shi, Qiang Fu, Wei Yang, Lanxiao Huang, Wei Liu","https://papers.nips.cc//paper_files/paper/2020/file/06d5ae105ea1bea4d800bc96491876e9-AuthorFeedback.pdf","2020"
"Reinforcement Learning with Combinatorial Actions: An Application to Vehicle Routing","Arthur Delarue, Ross Anderson, Christian Tjandraatmadja","https://papers.nips.cc//paper_files/paper/2020/file/06a9d51e04213572ef0720dd27a84792-AuthorFeedback.pdf","2020"
"A Normative Theory for Causal Inference and Bayes Factor Computation in Neural Circuits","Wenhao Zhang, Si Wu, Brent Doiron, Tai Sing Lee","https://papers.nips.cc//paper_files/paper/2019/file/07cb5f86508f146774a2fac4373a8e50-AuthorFeedback.pdf","2019"
"Rankmax: An Adaptive Projection Alternative to the Softmax Function","Weiwei Kong, Walid Krichene, Nicolas Mayoraz, Steffen Rendle, Li Zhang","https://papers.nips.cc//paper_files/paper/2020/file/070dbb6024b5ef93784428afc71f2146-AuthorFeedback.pdf","2020"
"Online Agnostic Boosting via Regret Minimization","Nataly Brukhim, Xinyi Chen, Elad Hazan, Shay Moran","https://papers.nips.cc//paper_files/paper/2020/file/07168af6cb0ef9f78dae15739dd73255-AuthorFeedback.pdf","2020"
"Causal Intervention for Weakly-Supervised Semantic Segmentation","Dong Zhang, Hanwang Zhang, Jinhui Tang, Xian-Sheng Hua, Qianru Sun","https://papers.nips.cc//paper_files/paper/2020/file/07211688a0869d995947a8fb11b215d6-AuthorFeedback.pdf","2020"
"The Geometry of Deep Networks: Power Diagram Subdivision","Randall Balestriero, Romain Cosentino, Behnaam Aazhang, Richard Baraniuk","https://papers.nips.cc//paper_files/paper/2019/file/0801b20e08c3242125d512808cd74302-AuthorFeedback.pdf","2019"
"What You See is What You Classify: Black Box Attributions","Steven Stalder, Nathanael Perraudin, Radhakrishna Achanta, Fernando Perez-Cruz, Michele Volpi","https://papers.nips.cc//paper_files/paper/2022/file/0073cc73e1873b35345209b50a3dab66-Paper-Conference.pdf","2022"
"Equal Opportunity in Online Classification with Partial Feedback","Yahav Bechavod, Katrina Ligett, Aaron Roth, Bo Waggoner, Steven Z. Wu","https://papers.nips.cc//paper_files/paper/2019/file/084afd913ab1e6ea58b8ca73f6cb41a6-AuthorFeedback.pdf","2019"
"Belief Propagation Neural Networks","Jonathan Kuck, Shuvam Chakraborty, Hao Tang, Rachel Luo, Jiaming Song, Ashish Sabharwal, Stefano Ermon","https://papers.nips.cc//paper_files/paper/2020/file/07217414eb3fbe24d4e5b6cafb91ca18-AuthorFeedback.pdf","2020"
"Path following algorithms for $\ell_2$-regularized $M$-estimation with approximation guarantee","Yunzhang Zhu, Renxiong Liu","https://papers.nips.cc//paper_files/paper/2023/file/00296c0e10cd24d415c2db63ea2a2c68-Paper-Conference.pdf","2023"
"Visual Sequence Learning in Hierarchical Prediction Networks and Primate Visual Cortex","","https://papers.nips.cc//paper_files/paper/2019/file/08040837089cdf46631a10aca5258e16-Paper.pdf","2019"
"Over-parameterized Adversarial Training: An Analysis Overcoming the Curse of Dimensionality","Yi Zhang, Orestis Plevrakis, Simon S. Du, Xingguo Li, Zhao Song, Sanjeev Arora","https://papers.nips.cc//paper_files/paper/2020/file/0740bb92e583cd2b88ec7c59f985cb41-AuthorFeedback.pdf","2020"
"Counterfactual Explanations Can Be Manipulated","Dylan Slack, Anna Hilgard, Himabindu Lakkaraju, Sameer Singh","https://papers.nips.cc//paper_files/paper/2021/file/009c434cab57de48a31f6b669e7ba266-Paper.pdf","2021"
"Semi-Parametric Efficient Policy Learning with Continuous Actions","Victor Chernozhukov, Mert Demirer, Greg Lewis, Vasilis Syrgkanis","https://papers.nips.cc//paper_files/paper/2019/file/08b7dc6e8b36bcaac15847827b7951a9-AuthorFeedback.pdf","2019"
"Concentration of risk measures: A Wasserstein distance approach","Sanjay P. Bhat, Prashanth L.A.","https://papers.nips.cc//paper_files/paper/2019/file/091bc5440296cc0e41dd60ce22fbaf88-AuthorFeedback.pdf","2019"
"Debugging Tests for Model Explanations","Julius Adebayo, Michael Muelly, Ilaria Liccardi, Been Kim","https://papers.nips.cc//paper_files/paper/2020/file/075b051ec3d22dac7b33f788da631fd4-AuthorFeedback.pdf","2020"
"Interior-Point Methods Strike Back: Solving the Wasserstein Barycenter Problem","DongDong Ge, Haoyue Wang, Zikai Xiong, Yinyu Ye","https://papers.nips.cc//paper_files/paper/2019/file/0937fb5864ed06ffb59ae5f9b5ed67a9-AuthorFeedback.pdf","2019"
"Fairness without Demographics through Adversarially Reweighted Learning","Preethi Lahoti, Alex Beutel, Jilin Chen, Kang Lee, Flavien Prost, Nithum Thain, Xuezhi Wang, Ed Chi","https://papers.nips.cc//paper_files/paper/2020/file/07fc15c9d169ee48573edd749d25945d-AuthorFeedback.pdf","2020"
"Robust compressed sensing using generative models","Ajil Jalal, Liu Liu, Alexandros G. Dimakis, Constantine Caramanis","https://papers.nips.cc//paper_files/paper/2020/file/07cb5f86508f146774a2fac4373a8e50-AuthorFeedback.pdf","2020"
"GPipe: Efficient Training of Giant Neural Networks using Pipeline Parallelism","Yanping Huang, Youlong Cheng, Ankur Bapna, Orhan Firat, Dehao Chen, Mia Chen, HyoukJoong Lee, Jiquan Ngiam, Quoc V. Le, Yonghui Wu, zhifeng Chen","https://papers.nips.cc//paper_files/paper/2019/file/093f65e080a295f8076b1c5722a46aa2-AuthorFeedback.pdf","2019"
"DiskANN: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node","Suhas Jayaram Subramanya, Fnu Devvrit, Harsha Vardhan Simhadri, Ravishankar Krishnawamy, Rohan Kadekodi","https://papers.nips.cc//paper_files/paper/2019/file/09853c7fb1d3f8ee67a61b6bf4a7f8e6-AuthorFeedback.pdf","2019"
"Stochastic Latent Actor-Critic: Deep Reinforcement Learning with a Latent Variable Model","Alex X. Lee, Anusha Nagabandi, Pieter Abbeel, Sergey Levine","https://papers.nips.cc//paper_files/paper/2020/file/08058bf500242562c0d031ff830ad094-AuthorFeedback.pdf","2020"
"Ridge Rider: Finding Diverse Solutions by Following Eigenvectors of the Hessian","Jack Parker-Holder, Luke Metz, Cinjon Resnick, Hengyuan Hu, Adam Lerer, Alistair Letcher, Alexander Peysakhovich, Aldo Pacchiano, Jakob Foerster","https://papers.nips.cc//paper_files/paper/2020/file/08425b881bcde94a383cd258cea331be-AuthorFeedback.pdf","2020"
"Linear Stochastic Bandits Under Safety Constraints","Sanae Amani, Mahnoosh Alizadeh, Christos Thrampoulidis","https://papers.nips.cc//paper_files/paper/2019/file/09a8a8976abcdfdee15128b4cc02f33a-AuthorFeedback.pdf","2019"
"Power analysis of knockoff filters for correlated designs","Jingbo Liu, Philippe Rigollet","https://papers.nips.cc//paper_files/paper/2019/file/09ab23b6b607496f095feed7aaa1259b-AuthorFeedback.pdf","2019"
"The route to chaos in routing games: When is price of anarchy too optimistic?","Thiparat Chotibut, Fryderyk Falniowski, Michał Misiurewicz, Georgios Piliouras","https://papers.nips.cc//paper_files/paper/2020/file/0887f1a5b9970ad13f46b8c1485f7900-AuthorFeedback.pdf","2020"
"Online Algorithm for Unsupervised Sequential Selection with Contextual Information","Arun Verma, Manjesh Kumar Hanawal, Csaba Szepesvari, Venkatesh Saligrama","https://papers.nips.cc//paper_files/paper/2020/file/08e5d8066881eab185d0de9db3b36c7f-AuthorFeedback.pdf","2020"
"Coda: An End-to-End Neural Program Decompiler","Cheng Fu, Huili Chen, Haolan Liu, Xinyun Chen, Yuandong Tian, Farinaz Koushanfar, Jishen Zhao","https://papers.nips.cc//paper_files/paper/2019/file/093b60fd0557804c8ba0cbf1453da22f-AuthorFeedback.pdf","2019"
"Implicitly learning to reason in first-order logic","Vaishak Belle, Brendan Juba","https://papers.nips.cc//paper_files/paper/2019/file/09fb05dd477d4ae6479985ca56c5a12d-AuthorFeedback.pdf","2019"
"Post-training Iterative Hierarchical Data Augmentation for Deep Networks","Adil Khan, Khadija Fraz","https://papers.nips.cc//paper_files/paper/2020/file/074177d3eb6371e32c16c55a3b8f706b-AuthorFeedback.pdf","2020"
"Low-Rank Bandit Methods for High-Dimensional Dynamic Pricing","Jonas W. Mueller, Vasilis Syrgkanis, Matt Taddy","https://papers.nips.cc//paper_files/paper/2019/file/0a3df70393993583a13c0dd6686f3f32-AuthorFeedback.pdf","2019"
"Learning Stable Deep Dynamics Models","J. Zico Kolter, Gaurav Manek","https://papers.nips.cc//paper_files/paper/2019/file/0a4bbceda17a6253386bc9eb45240e25-AuthorFeedback.pdf","2019"
"Adapting Neural Architectures Between Domains","Yanxi Li, Zhaohui Yang, Yunhe Wang, Chang Xu","https://papers.nips.cc//paper_files/paper/2020/file/08f38e0434442128fab5ead6217ca759-AuthorFeedback.pdf","2020"
"Towards Better Generalization of Adaptive Gradient Methods","Yingxue Zhou, Belhal Karimi, Jinxing Yu, Zhiqiang Xu, Ping Li","https://papers.nips.cc//paper_files/paper/2020/file/08fb104b0f2f838f3ce2d2b3741a12c2-AuthorFeedback.pdf","2020"
"What went wrong and when? Instance-wise feature importance for time-series black-box models","Sana Tonekaboni, Shalmali Joshi, Kieran Campbell, David K. Duvenaud, Anna Goldenberg","https://papers.nips.cc//paper_files/paper/2020/file/08fa43588c2571ade19bc0fa5936e028-AuthorFeedback.pdf","2020"
"Learning Guidance Rewards with Trajectory-space Smoothing","Tanmay Gangwani, Yuan Zhou, Jian Peng","https://papers.nips.cc//paper_files/paper/2020/file/0912d0f15f1394268c66639e39b26215-AuthorFeedback.pdf","2020"
"Beyond the Single Neuron Convex Barrier for Neural Network Certification","Gagandeep Singh, Rupanshu Ganvir, Markus Püschel, Martin Vechev","https://papers.nips.cc//paper_files/paper/2019/file/0a9fdbb17feb6ccb7ec405cfb85222c4-AuthorFeedback.pdf","2019"
"PDF: Point Diffusion Implicit Function for Large-scale Scene Neural Representation","Yuhan Ding, Fukun Yin, Jiayuan Fan, Hui Li, Xin Chen, Wen Liu, Chongshan Lu, Gang Yu, Tao Chen","https://papers.nips.cc//paper_files/paper/2023/file/0073cc73e1873b35345209b50a3dab66-Paper-Conference.pdf","2023"
"Variance Reduction via Accelerated Dual Averaging for Finite-Sum Optimization","Chaobing Song, Yong Jiang, Yi Ma","https://papers.nips.cc//paper_files/paper/2020/file/093b60fd0557804c8ba0cbf1453da22f-AuthorFeedback.pdf","2020"
"Tree! I am no Tree! I am a low dimensional Hyperbolic Embedding","Rishi Sonthalia, Anna Gilbert","https://papers.nips.cc//paper_files/paper/2020/file/093f65e080a295f8076b1c5722a46aa2-AuthorFeedback.pdf","2020"
"Deep Structural Causal Models for Tractable Counterfactual Inference","Nick Pawlowski, Daniel Coelho de Castro, Ben Glocker","https://papers.nips.cc//paper_files/paper/2020/file/0987b8b338d6c90bbedd8631bc499221-AuthorFeedback.pdf","2020"
"Variational Mixture-of-Experts Autoencoders for Multi-Modal Deep Generative Models","Yuge Shi, Siddharth N, Brooks Paige, Philip Torr","https://papers.nips.cc//paper_files/paper/2019/file/0ae775a8cb3b499ad1fca944e6f5c836-AuthorFeedback.pdf","2019"
"A Statistical Framework for Low-bitwidth Training of Deep Neural Networks","Jianfei Chen, Yu Gai, Zhewei Yao, Michael W. Mahoney, Joseph E. Gonzalez","https://papers.nips.cc//paper_files/paper/2020/file/099fe6b0b444c23836c4a5d07346082b-AuthorFeedback.pdf","2020"
"Convolutional Generation of Textured 3D Meshes","Dario Pavllo, Graham Spinks, Thomas Hofmann, Marie-Francine Moens, Aurelien Lucchi","https://papers.nips.cc//paper_files/paper/2020/file/098d86c982354a96556bd861823ebfbd-AuthorFeedback.pdf","2020"
"Better Set Representations For Relational Reasoning","Qian Huang, Horace He, Abhay Singh, Yan Zhang, Ser Nam Lim, Austin R. Benson","https://papers.nips.cc//paper_files/paper/2020/file/09ccf3183d9e90e5ae1f425d5f9b2c00-AuthorFeedback.pdf","2020"
"AutoSync: Learning to Synchronize for Data-Parallel Distributed Deep Learning","Hao Zhang, Yuan Li, Zhijie Deng, Xiaodan Liang, Lawrence Carin, Eric Xing","https://papers.nips.cc//paper_files/paper/2020/file/0a2298a72858d90d5c4b4fee954b6896-AuthorFeedback.pdf","2020"
"Adaptive Interest for Emphatic Reinforcement Learning","Martin Klissarov, Rasool Fakoor, Jonas W. Mueller, Kavosh Asadi, Taesup Kim, Alexander J. Smola","https://papers.nips.cc//paper_files/paper/2022/file/008079ec00eec9760ee93af5434ee932-Paper-Conference.pdf","2022"
"A Combinatorial Perspective on Transfer Learning","Jianan Wang, Eren Sezener, David Budden, Marcus Hutter, Joel Veness","https://papers.nips.cc//paper_files/paper/2020/file/0a3b6f64f0523984e51323fe53b8c504-AuthorFeedback.pdf","2020"
"Hardness of Learning Neural Networks with Natural Weights","Amit Daniely, Gal Vardi","https://papers.nips.cc//paper_files/paper/2020/file/0a4dc6dae338c9cb08947c07581f77a2-AuthorFeedback.pdf","2020"
"Language as an Abstraction for Hierarchical Deep Reinforcement Learning","YiDing Jiang, Shixiang (Shane) Gu, Kevin P. Murphy, Chelsea Finn","https://papers.nips.cc//paper_files/paper/2019/file/0af787945872196b42c9f73ead2565c8-AuthorFeedback.pdf","2019"
"High-dimensional multivariate forecasting with low-rank Gaussian Copula Processes","David Salinas, Michael Bohlke-Schneider, Laurent Callot, Roberto Medico, Jan Gasthaus","https://papers.nips.cc//paper_files/paper/2019/file/0b105cf1504c4e241fcc6d519ea962fb-AuthorFeedback.pdf","2019"
"From Canonical Correlation Analysis to Self-supervised Graph Neural Networks","Hengrui Zhang, Qitian Wu, Junchi Yan, David Wipf, Philip S Yu","https://papers.nips.cc//paper_files/paper/2021/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf","2021"
"Primal-Dual Mesh Convolutional Neural Networks","Francesco Milano, Antonio Loquercio, Antoni Rosinol, Davide Scaramuzza, Luca Carlone","https://papers.nips.cc//paper_files/paper/2020/file/0a656cc19f3f5b41530182a9e03982a4-AuthorFeedback.pdf","2020"
"Optimal Sketching for Kronecker Product Regression and Low Rank Approximation","Huaian Diao, Rajesh Jayaram, Zhao Song, Wen Sun, David Woodruff","https://papers.nips.cc//paper_files/paper/2019/file/0c215f194276000be6a6df6528067151-AuthorFeedback.pdf","2019"
"Learning Macroscopic Brain Connectomes via Group-Sparse Factorization","Farzane Aminmansour, Andrew Patterson, Lei Le, Yisu Peng, Daniel Mitchell, Franco Pestilli, Cesar F. Caiafa, Russell Greiner, Martha White","https://papers.nips.cc//paper_files/paper/2019/file/0bfce127947574733b19da0f30739fcd-AuthorFeedback.pdf","2019"
"Deep Gamblers: Learning to Abstain with Portfolio Theory","Ziyin Liu, Zhikang Wang, Paul Pu Liang, Russ R. Salakhutdinov, Louis-Philippe Morency, Masahito Ueda","https://papers.nips.cc//paper_files/paper/2019/file/0c4b1eeb45c90b52bfb9d07943d855ab-AuthorFeedback.pdf","2019"
"The Advantage of Conditional Meta-Learning for Biased Regularization and Fine Tuning","Giulia Denevi, Massimiliano Pontil, Carlo Ciliberto","https://papers.nips.cc//paper_files/paper/2020/file/0a716fe8c7745e51a3185fc8be6ca23a-AuthorFeedback.pdf","2020"
"DRUM: End-To-End Differentiable Rule Mining On Knowledge Graphs","Ali Sadeghian, Mohammadreza Armandpour, Patrick Ding, Daisy Zhe Wang","https://papers.nips.cc//paper_files/paper/2019/file/0c72cb7ee1512f800abe27823a792d03-AuthorFeedback.pdf","2019"
"Combinatorial Inference against Label Noise","Paul Hongsuck Seo, Geeho Kim, Bohyung Han","https://papers.nips.cc//paper_files/paper/2019/file/0cb929eae7a499e50248a3a78f7acfc7-AuthorFeedback.pdf","2019"
"Watch out! Motion is Blurring the Vision of Your Deep Neural Networks","Qing Guo, Felix Juefei-Xu, Xiaofei Xie, Lei Ma, Jian Wang, Bing Yu, Wei Feng, Yang Liu","https://papers.nips.cc//paper_files/paper/2020/file/0a73de68f10e15626eb98701ecf03adb-AuthorFeedback.pdf","2020"
"Localized Structured Prediction","Carlo Ciliberto, Francis Bach, Alessandro Rudi","https://papers.nips.cc//paper_files/paper/2019/file/0cbed40c0d920b94126eaf5e707be1f5-AuthorFeedback.pdf","2019"
"Fast Low-rank Metric Learning for Large-scale and High-dimensional Data","Han Liu, Zhizhong Han, Yu-Shen Liu, Ming Gu","https://papers.nips.cc//paper_files/paper/2019/file/0d0fd7c6e093f7b804fa0150b875b868-AuthorFeedback.pdf","2019"
"Wide Neural Networks of Any Depth Evolve as Linear Models Under Gradient Descent","Jaehoon Lee, Lechao Xiao, Samuel Schoenholz, Yasaman Bahri, Roman Novak, Jascha Sohl-Dickstein, Jeffrey Pennington","https://papers.nips.cc//paper_files/paper/2019/file/0d1a9651497a38d8b1c3871c84528bd4-AuthorFeedback.pdf","2019"
"Higher-Order Spectral Clustering of Directed Graphs","Steinar Laenen, He Sun","https://papers.nips.cc//paper_files/paper/2020/file/0a5052334511e344f15ae0bfafd47a67-AuthorFeedback.pdf","2020"
"Retrosynthesis Prediction with Conditional Graph Logic Network","Hanjun Dai, Chengtao Li, Connor Coley, Bo Dai, Le Song","https://papers.nips.cc//paper_files/paper/2019/file/0d2b2061826a5df3221116a5085a6052-AuthorFeedback.pdf","2019"
"Efficient Pure Exploration in Adaptive Round model","Tianyuan Jin, Jieming SHI, Xiaokui Xiao, Enhong Chen","https://papers.nips.cc//paper_files/paper/2019/file/0d441de75945e5acbc865406fc9a2559-AuthorFeedback.pdf","2019"
"Unsupervised Emergence of Egocentric Spatial Structure from Sensorimotor Prediction","Alban Laflaquière, Michael Garcia Ortiz","https://papers.nips.cc//paper_files/paper/2019/file/0dd1bc593a91620daecf7723d2235624-AuthorFeedback.pdf","2019"
"Sinkhorn Barycenter via Functional Gradient Descent","Zebang Shen, Zhenfu Wang, Alejandro Ribeiro, Hamed Hassani","https://papers.nips.cc//paper_files/paper/2020/file/0a93091da5efb0d9d5649e7f6b2ad9d7-AuthorFeedback.pdf","2020"
"Coresets for Near-Convex Functions","Murad Tukan, Alaa Maalouf, Dan Feldman","https://papers.nips.cc//paper_files/paper/2020/file/0afe095e81a6ac76ff3f69975cb3e7ae-AuthorFeedback.pdf","2020"
"Adversarial Robustness through Local Linearization","Chongli Qin, James Martens, Sven Gowal, Dilip Krishnan, Krishnamurthy Dvijotham, Alhussein Fawzi, Soham De, Robert Stanforth, Pushmeet Kohli","https://papers.nips.cc//paper_files/paper/2019/file/0defd533d51ed0a10c5c9dbf93ee78a5-AuthorFeedback.pdf","2019"
"Generalized Off-Policy Actor-Critic","Shangtong Zhang, Wendelin Boehmer, Shimon Whiteson","https://papers.nips.cc//paper_files/paper/2019/file/0e095e054ee94774d6a496099eb1cf6a-AuthorFeedback.pdf","2019"
"Bayesian Deep Ensembles via the Neural Tangent Kernel","Bobby He, Balaji Lakshminarayanan, Yee Whye Teh","https://papers.nips.cc//paper_files/paper/2020/file/0b1ec366924b26fc98fa7b71a9c249cf-AuthorFeedback.pdf","2020"
